"Position","Player Name","Team Name","Nationality","Height","Weight","Age","Condition","Overall Rating"
"CMF","M. SHAPARENKO","DYNAMO KYIV","UKRAINE",178,72,22,"B",73
"CF","K. ZOHI","STRASBOURG","CÔTE D'IVOIRE",177,70,24,"C",73
"LB","ROGÉRIO","SASSUOLO","BRAZIL",178,70,22,"C",73
"LB","M. MELLUSO","GIMNASIA LA PLATA","ARGENTINA",170,63,22,"C",73
"CB","N. MARAŠ","ALMERÍA RB","SERBIA",186,77,25,"B",73
"CB","A. OBISPO","PSV","NETHERLANDS",185,79,21,"C",73
"CB","E. AMPADU","SHEFFIELD RB","WALES",183,78,20,"C",73
"RMF","A. LOMOVITSKIY","KHIMKI","RUSSIA",181,71,22,"C",73
"RB","H. DE LA FUENTE","VÉLEZ SARSFIELD","ARGENTINA",177,73,23,"C",73
"RWF","M. FALL","SPORTING CHARLEROI","SENEGAL",184,70,29,"B",73
"DMF","I. VOCA","LUZERN","KOSOVO",181,74,23,"C",73
"CF","I. MBOYO","KORTRIJK","BELGIUM",190,81,33,"B",73
"RB","M. VOJVODA","TORINO","KOSOVO",187,78,25,"C",73
"CF","J. BOLINGI","ANKARAGÜCÜ","CONGO DR",188,74,26,"D",73
"LMF","M. SPIELMANN","YOUNG BOYS","SWITZERLAND",183,73,24,"C",73
"LB","C. DE NORRE","GENK","BELGIUM",175,71,23,"C",73
"CMF","A. DE SART","ANTWERP","BELGIUM",180,74,24,"C",73
"RWF","M. BENSON","ANTWERP","BELGIUM",169,66,23,"C",73
"RB","E. PERLAZA","MILLONARIOS","COLOMBIA",172,75,31,"C",73
"CF","C. PERALTA","LA EQUIDAD","COLOMBIA",178,79,30,"C",73
"CMF","R. CARRASCAL","AMÉRICA DE CALI","COLOMBIA",173,75,28,"D",73
"CF","A. RODRÍGUEZ","DEPORTIVO CALI","COLOMBIA",182,80,31,"D",73
"AMF","J. CAMPAZ","DEPORTES TOLIMA","COLOMBIA",165,69,20,"A",73
"GK","C. BEJARANO","RIONEGRO","EQUATORIAL GUINEA",184,85,35,"C",73
"RMF","N. MORENO","ENVIGADO","COLOMBIA",175,72,23,"C",73
"DMF","C. CARRILLO","MILLONARIOS","COLOMBIA",179,71,28,"C",73
"CF","G. DONYOH","NORDSJÆLLAND","GHANA",179,70,26,"C",73
"CMF","M. JENSEN","BRENTFORD RW","DENMARK",173,68,24,"C",73
"DMF","C. NØRGAARD","BRENTFORD RW","DENMARK",187,77,26,"C",73
"LB","C. HØJER NIELSEN","AGF","DENMARK",183,77,26,"C",73
"CB","B. SANNEH","ANDERLECHT","GAMBIA",183,75,26,"C",73
"DMF","F. BACHIROU","NOTTINGHAM RW","COMOROS",167,65,30,"C",73
"RWF","E. KARACA","ALANYASPOR","TURKEY",166,58,31,"C",73
"CB","M. FOFANA","METZ","MALI",186,75,22,"D",73
"CMF","M. BOURABIA","SASSUOLO","MOROCCO",183,73,29,"C",73
"RWF","Ö. SAHINER","KONYASPOR","TURKEY",175,70,28,"B",73
"CMF","S. AYDOGDU","GÖZTEPE","TURKEY",180,73,29,"B",73
"AMF","M. YANDAS","FENERBAHÇE","TURKEY",174,70,26,"C",73
"CB","M. ÇETIN","HELLAS VERONA","TURKEY",189,90,23,"B",73
"LWF","A. UMAR","RIZESPOR","NIGERIA",174,72,25,"C",73
"CMF","A. KARA","KASIMPASA","TURKEY",185,82,27,"C",73
"AMF","R. BLANCO","DEPORTES IQUIQUE","ARGENTINA",163,63,30,"C",73
"CB","W. FOFANA","SAINT-ÉTIENNE","FRANCE",190,76,20,"D",73
"CMF","L. FERGUSON","ABERDEEN","SCOTLAND",183,76,21,"A",73
"CMF","D. TURNBULL","CELTIC","SCOTLAND",177,73,21,"B",73
"GK","FELIPE ALVES","FORTALEZA","BRAZIL",187,87,32,"A",73
"DMF","C. CARP","UFA","MOLDOVA",184,77,27,"D",73
"GK","G. SHELIA","AKHMAT GROZNY","RUSSIA",190,83,32,"C",73
"GK","A. KOCHENKOV","LOKOMOTIV MOSKVA","RUSSIA",195,83,33,"C",73
"LWF","A. ZUEV","RUBIN KAZAN","RUSSIA",177,68,24,"D",73
"CMF","V. CIUPERCA","TAMBOV","MOLDOVA",177,63,28,"D",73
"AMF","I. GORBATENKO","ARSENAL TULA","RUSSIA",170,68,31,"D",73
"CB","G. GRIGALAVA","ARSENAL TULA","GEORGIA",190,85,31,"C",73
"GK","M. LEVASHOV","ARSENAL TULA","RUSSIA",193,86,29,"D",73
"CF","E. LUTSENKO","ARSENAL TULA","RUSSIA",187,85,33,"C",73
"LB","M. RISTIC","MONTPELLIER","SERBIA",180,79,25,"B",73
"GK","A. SINITSYN","KRASNODAR","RUSSIA",196,85,32,"C",73
"LWF","B. BERISHA","AKHMAT GROZNY","KOSOVO",165,66,29,"B",73
"CB","Z. PLIEV","DINAMO MOSKVA","RUSSIA",188,78,29,"C",73
"GK","E. GORODOV","KRASNODAR","RUSSIA",189,86,35,"C",73
"GK","Y. GODZYUR","URAL","RUSSIA",194,90,35,"C",73
"AMF","V. PODBEREZKIN","URAL","RUSSIA",187,76,28,"C",73
"CF","T. BADALONI","GODOY CRUZ","ARGENTINA",186,82,20,"C",73
"CMF","D. DE WIT","AZ","NETHERLANDS",185,78,22,"A",73
"LWF","FERNANDO ANDRADE","PORTO","BRAZIL",182,76,27,"C",73
"RMF","G. COMPAGNUCCI","PATRONATO","ARGENTINA",179,74,29,"C",73
"CMF","M. TRAVNIK","SPARTA PRAHA","CZECH REPUBLIC",174,70,26,"C",73
"CMF","P. ŽULJ","ANDERLECHT","AUSTRIA",185,80,27,"C",73
"CMF","I. FOSSUM","AAB","NORWAY",180,73,24,"D",73
"LMF","M. GÓMEZ","GIMNASIA LA PLATA","ARGENTINA",170,65,22,"C",73
"LB","N. BANCU","Free Agents","ROMANIA",178,65,28,"C",73
"CB","I. NEDELCEARU","UFA","ROMANIA",190,79,24,"D",73
"GK","G. AKKAN","RIZESPOR","TURKEY",188,75,25,"C",73
"CB","A. OYEWOLE","TAMBOV","RUSSIA",188,83,38,"C",73
"DMF","A. MATUSIWA","GRONINGEN","NETHERLANDS",173,72,22,"C",73
"GK","N. BAUMANN","LUGANO","SWITZERLAND",192,83,24,"C",73
"CB","F. BASTIANS","TIANJIN TEDA","GERMANY",188,83,32,"C",73
"RB","Y. SUGAWARA","AZ","JAPAN",179,69,20,"E",73
"LB","U. MERAS","LE HAVRE","TURKEY",178,73,25,"D",73
"RB","A. RYBIN","TAMBOV","RUSSIA",178,67,32,"C",73
"RWF","VAN DER WATER","HERACLES","NETHERLANDS",184,74,24,"C",73
"LB","G. FUENTES","JUNIOR","COLOMBIA",180,70,23,"C",73
"CB","N. KATIC","RANGERS","CROATIA",194,80,24,"C",73
"LB","A. RECA","Free Agents","POLAND",187,81,25,"C",73
"CF","G. YALÇIN","BESIKTAS","TURKEY",184,77,21,"D",73
"DMF","EDGAR GONZÁLEZ","OVIEDO A","SPAIN",193,78,23,"D",73
"GK","IVAN KONOVALOV","RUBIN KAZAN","RUSSIA",191,82,26,"C",73
"RWF","C. NUNNELY","WILLEM II","NETHERLANDS",170,71,21,"C",73
"CB","D. HANCKO","SPARTA PRAHA","SLOVAKIA",188,78,23,"C",73
"CMF","M. SADÍLEK","PSV","CZECH REPUBLIC",169,78,21,"C",73
"RB","Y. VALERY","SOUTHAMPTON RW","FRANCE",180,70,21,"C",73
"GK","A. KOSELEV","FORTUNA SITTARD","MOLDOVA",200,90,27,"E",73
"CB","M. CAMARA","YOUNG BOYS","GUINEA",191,78,23,"B",73
"RWF","R. MATONDO","SCHALKE 04","WALES",175,66,20,"C",73
"CMF","V. SIERRO","YOUNG BOYS","SWITZERLAND",185,75,25,"C",73
"CB","R. EVGENJEV","DINAMO MOSKVA","RUSSIA",192,82,21,"C",73
"CB","JAVI MONTERO","BESIKTAS","SPAIN",185,76,21,"C",73
"CF","G. KVILITAIA","Free Agents","GEORGIA",193,82,27,"C",73
"DMF","O. SKIPP","NORWICH YG","ENGLAND",175,70,20,"B",73
"CB","DIOGO LEITE","PORTO","PORTUGAL",188,78,21,"C",73
"SS","J. ÁLVAREZ","RIVER PLATE","ARGENTINA",170,71,20,"C",73
"CMF","D. MIŠKIC","URAL","CROATIA",182,75,27,"D",73
"CF","V. SUPRYAHA","DYNAMO KYIV","UKRAINE",182,75,20,"A",73
"GK","DIOGO COSTA","PORTO","PORTUGAL",186,80,21,"C",73
"CF","MARCOS PAULO","FLUMINENSE","PORTUGAL",185,76,19,"C",73
"CF","F. OHANDZA","HENAN JIANYE","CAMEROON",179,83,29,"C",73
"LWF","A. URZI","BANFIELD","ARGENTINA",168,61,20,"C",73
"CB","TIAGO DJALÓ","LILLE","PORTUGAL",190,82,20,"C",73
"LB","AIHEN MUÑOZ","VASCO GIPUZKOA AB","SPAIN",175,72,23,"C",73
"LWF","BARRENETXEA","VASCO GIPUZKOA AB","SPAIN",178,71,19,"C",73
"RB","Á. GABRIELLI","NEWELL'S OLD BOYS","URUGUAY",177,77,28,"C",73
"CB","J. SEGOVIA","AMÉRICA DE CALI","ARGENTINA",185,89,32,"C",73
"LWF","BRYAN GIL","SEVILLA NERVIÓN BR","SPAIN",175,78,19,"C",73
"LWF","G. MASOURAS","OLYMPIAKOS PIRAEUS","GREECE",184,76,26,"C",73
"CB","BRUNO FUCHS","CSKA MOSKVA","BRAZIL",187,82,21,"C",73
"CMF","N. CAPALDO","BOCA JUNIORS","ARGENTINA",177,73,22,"C",73
"CF","V. CAMPUZANO","LLOBREGAT AB","SPAIN",175,72,23,"C",73
"CF","P. MORTENSEN","AGF","DENMARK",190,81,31,"B",73
"CF","S. HEDLUND","BRØNDBY","SWEDEN",175,68,27,"B",73
"DMF","C. OLIVA","CAGLIARI","URUGUAY",178,75,24,"C",73
"DMF","N. UMYAROV","SPARTAK MOSKVA","RUSSIA",182,73,20,"D",73
"LB","D. MELNJAK","RIZESPOR","CROATIA",181,78,28,"C",73
"CF","K. SWIDERSKI","PAOK","POLAND",184,77,23,"C",73
"AMF","B. ZAINUTDINOV","CSKA MOSKVA","KAZAKHSTAN",183,73,22,"C",73
"RWF","M. SOLOMON","SHAKHTAR DONETSK","ISRAEL",165,60,21,"C",73
"CB","B. KOUYATÉ","METZ","MALI",192,78,23,"C",73
"CF","MARCÃO","HEBEI CHINA FORTUNE","BRAZIL",186,78,26,"A",73
"CMF","A. MORENO","NEWELL'S OLD BOYS","ARGENTINA",177,72,21,"C",73
"LWF","S. ADAMYAN","Free Agents","ARMENIA",184,77,27,"C",73
"DMF","I. KUAT","KHIMKI","KAZAKHSTAN",179,69,27,"C",73
"LB","BRUNO MELO","FORTALEZA","BRAZIL",183,72,28,"C",73
"LWF","A. HLOŽEK","SPARTA PRAHA","CZECH REPUBLIC",180,65,18,"B",73
"GK","MATEUS PASINATO","MOREIRENSE","BRAZIL",192,86,28,"B",73
"LWF","F. PAPOULIS","Free Agents","CYPRUS",175,69,35,"C",73
"RB","N. MILETIC","Free Agents","SERBIA",187,78,29,"C",73
"RB","J. JUSTIN","LEICESTER B","ENGLAND",183,80,22,"C",73
"DMF","E. PESEGOV","ROTOR VOLGOGRAD","RUSSIA",175,71,31,"C",73
"LB","MANU SÁNCHEZ","MADRID ROSAS RB","SPAIN",179,70,20,"C",73
"RB","VÍCTOR GÓMEZ","MIRANDA DE EBRO RN","SPAIN",166,69,20,"C",73
"CB","LIGGER","RED BULL BRAGANTINO","BRAZIL",186,73,32,"D",73
"DMF","R. AUGUSTYNIAK","URAL","POLAND",185,82,27,"C",73
"CF","J. ZIRKZEE","FC BAYERN MÜNCHEN","NETHERLANDS",193,78,19,"C",73
"CMF","B. GILMOUR","CHELSEA B","SCOTLAND",175,63,19,"C",73
"CB","R. ARAÚJO","FC BARCELONA","URUGUAY",191,91,21,"C",73
"CB","T. KOUASSI","FC BAYERN MÜNCHEN","FRANCE",187,83,18,"C",73
"RWF","G. PLATA","SPORTING CP","ECUADOR",178,65,20,"C",73
"CF","BRUNO DUARTE","VITÓRIA GUIMARÃES","BRAZIL",182,78,24,"C",73
"CF","D. NÚÑEZ","BENFICA","URUGUAY",187,78,21,"C",73
"AMF","C. DE KETELAERE","CLUB BRUGGE","BELGIUM",185,78,19,"C",73
"RB","J. FRIMPONG","CELTIC","NETHERLANDS",175,70,20,"C",73
"CMF","K. THORSTVEDT","GENK","NORWAY",189,78,21,"C",73
"CF","A. NIANGBO","GENT","CÔTE D'IVOIRE",173,65,21,"E",73
"CMF","L. RUPP","NORWICH YG","GERMANY",178,73,29,"C",73
"CMF","L. TORRES","PATRONATO","ARGENTINA",178,70,24,"C",73
"RWF","J. SAVARINO","ATLÉTICO MINEIRO","VENEZUELA",169,60,24,"B",73
"LB","PEDRO AMADOR","MOREIRENSE","PORTUGAL",181,72,22,"D",73
"LMF","A. POLYARUS","KHIMKI","UKRAINE",182,73,28,"C",73
"RWF","T. GOIGINGER","Free Agents","AUSTRIA",181,69,27,"C",73
"RB","J. JURANOVIC","Free Agents","CROATIA",173,69,25,"C",73
"RWF","F. WIRTZ","BAYER LEVERKUSEN","GERMANY",175,69,17,"D",73
"CF","T. KLEINDIENST","GENT","GERMANY",194,85,25,"C",73
"GK","I. GRBIC","MADRID ROSAS RB","CROATIA",195,83,24,"C",73
"LMF","M. NINKOVIC","SYDNEY","SERBIA",180,76,36,"C",73
"CF","PARK CHU-YOUNG","SEOUL","REPUBLIC OF KOREA",182,75,35,"C",73
"DMF","JUNG WOO-YOUNG","AL SADD","REPUBLIC OF KOREA",186,78,31,"C",73
"CMF","J. POULSEN","MELBOURNE VICTORY","DENMARK",181,74,37,"C",73
"LMF","YEOM KI-HUN","SUWON SAMSUNG BLUEWINGS","REPUBLIC OF KOREA",182,78,37,"C",73
"CF","LEE KEUN-HO","ULSAN HYUNDAI","REPUBLIC OF KOREA",176,74,35,"C",73
"AMF","M. MARIN","AL AHLI SAUDI","GERMANY",170,63,31,"C",73
"CF","O. TOIVONEN","MELBOURNE VICTORY","SWEDEN",189,78,34,"C",73
"DMF","H. YAMAGUCHI","VISSEL KOBE","JAPAN",173,72,30,"C",73
"LWF","HÉLDON","AL TAAWOUN","CABO VERDE",174,67,32,"C",73
"CF","A. LE FONDRE","SYDNEY","ENGLAND",180,73,34,"C",73
"CB","A. WILKINSON","SYDNEY","AUSTRALIA",187,85,36,"C",73
"DMF","ABDULLAH OTAYF","AL HILAL","SAUDI ARABIA",177,68,28,"C",73
"CF","A. PEŠIC","SEOUL","SERBIA",190,87,28,"C",73
"CMF","HUSSAIN AL MOGAHWI","AL AHLI SAUDI","SAUDI ARABIA",173,65,32,"C",73
"SS","OMAR KHRIBIN","AL HILAL","SYRIA",184,78,26,"C",73
"CF","HAN KWANG-SONG","AL DUHAIL","KOREA DPR",178,70,22,"C",73
"CF","B. JOHNSEN","ULSAN HYUNDAI","NORWAY",195,81,29,"C",73
"CF","JUNIOR NEGAO","ULSAN HYUNDAI","BRAZIL",187,85,34,"C",73
"GK","L. BUTRÓN","ALIANZA LIMA","PERU",184,70,43,"C",72
"GK","C. KAMENI","Free Agents","CAMEROON",186,86,36,"C",72
"CB","J. GANDOLFI","TALLERES DE CÓRDOBA","ARGENTINA",176,78,40,"C",72
"GK","R. ZWINKELS","ADO DEN HAAG","NETHERLANDS",185,83,37,"C",72
"CF","C. KESERÜ","Free Agents","ROMANIA",178,71,34,"C",72
"CB","C. KUM","VVV","NETHERLANDS",183,71,35,"C",72
"CMF","J. VALDÉS","DEPORTES LA SERENA","CHILE",175,74,39,"C",72
"DMF","H. HOSOGAI","TRUE BANGKOK UNITED","JAPAN",176,69,34,"D",72
"RWF","HEBERTY","PORT","BRAZIL",183,72,32,"A",72
"RMF","RENATINHO","TIANJIN TIANHAI","BRAZIL",167,68,32,"C",72
"CB","N. UEDA","CERCLE BRUGGE","JAPAN",186,77,26,"C",72
"DMF","W. BRAMA","TWENTE","NETHERLANDS",184,71,34,"C",72
"GK","J. MOULIN","SAINT-ÉTIENNE","FRANCE",185,88,34,"E",72
"CF","ROGER","PONTE PRETA","BRAZIL",184,80,35,"C",72
"GK","JÚLIO CÉSAR","RED BULL BRAGANTINO","BRAZIL",186,82,36,"D",72
"CB","M. FIGUEROA","Free Agents","HONDURAS",180,85,37,"C",72
"CMF","HAO JUNMIN","SHANDONG LUNENG TAISHAN","CHINA",181,74,33,"C",72
"CB","R. LEEUWIN","AZ","NETHERLANDS",187,72,33,"C",72
"CF","S. FLOCCARI","SPAL","ITALY",181,81,39,"C",72
"GK","V. MANNONE","MONACO","ITALY",188,77,32,"C",72
"CB","R. CIVELLI","HURACÁN","ARGENTINA",195,92,37,"C",72
"LMF","S. SINCLAIR","PRESTON WB","ENGLAND",177,69,31,"C",72
"LB","M. OLSSON","Free Agents","SWEDEN",178,81,32,"C",72
"DMF","M. MILLIGAN","Free Agents","AUSTRALIA",180,80,35,"C",72
"GK","M. PINTO","COLO COLO","CHILE",183,82,37,"C",72
"LWF","K. MONNET-PAQUET","SAINT-ÉTIENNE","FRANCE",184,81,32,"C",72
"CF","NINO","ELCHE BV","SPAIN",169,68,40,"D",72
"AMF","Ó. TREJO","VALLECAS BR","ARGENTINA",180,79,32,"C",72
"LB","B. JOKIC","UFA","SLOVENIA",176,77,34,"E",72
"CB","A. WEBER","CAEN","FRANCE",190,82,33,"C",72
"CF","J. LARRIVEY","UNIVERSIDAD DE CHILE","ARGENTINA",186,81,36,"C",72
"CF","F. ÐORÐEVIC","CHIEVO","SERBIA",186,80,33,"C",72
"LB","RAMON","VASCO DA GAMA","BRAZIL",173,65,32,"C",72
"CF","F. DI SANTO","SAN LORENZO","ARGENTINA",193,88,31,"C",72
"CF","RAFAEL MOURA","GOIÁS","BRAZIL",189,85,37,"B",72
"DMF","CLAUDEMIR","SIVASSPOR","BRAZIL",185,72,32,"C",72
"SS","S. NAISMITH","Free Agents","SCOTLAND",178,72,34,"C",72
"LMF","I. STASEVICH","Free Agents","BELARUS",180,75,35,"C",72
"CF","T. DANGDA","Free Agents","THAILAND",182,76,32,"C",72
"AMF","L. SEIJAS","SANTA FE","VENEZUELA",174,71,34,"D",72
"RB","MÍCHEL MACEDO","CORINTHIANS","BRAZIL",176,76,30,"C",72
"CF","B. STANCU","GENÇLERBIRLIGI","ROMANIA",183,75,33,"C",72
"CF","L. VIATRI","COLÓN","ARGENTINA",186,87,33,"C",72
"CB","L. COOPER","LEEDS W","SCOTLAND",180,73,29,"B",72
"RB","T. BREUKERS","HERACLES","NETHERLANDS",178,76,33,"D",72
"CF","E. RIVIÈRE","CROTONE","FRANCE",182,76,30,"C",72
"CB","JUAN CALA","CÁDIZ AA","SPAIN",186,86,31,"C",72
"RMF","CANDEIAS","GENÇLERBIRLIGI","PORTUGAL",177,73,32,"C",72
"SS","T. ELYOUNOUSSI","Free Agents","NORWAY",172,66,32,"C",72
"CMF","N. KRSTICIC","AEK ATHENS","SERBIA",182,75,30,"B",72
"CB","N. BAKER","BRISTOL R","ENGLAND",189,82,29,"C",72
"GK","FABRI","FULHAM W","SPAIN",185,67,33,"C",72
"LB","E. PAPA","ARSENAL DE SARANDÍ","ARGENTINA",169,67,38,"C",72
"LB","EDIMAR FRAGA","RED BULL BRAGANTINO","BRAZIL",180,74,34,"D",72
"GK","J. GILLET","STANDARD LIÈGE","BELGIUM",181,78,41,"C",72
"CB","E. LUNA","SANTIAGO WANDERERS","ARGENTINA",180,74,34,"C",72
"LB","R. CERECEDA","O'HIGGINS","CHILE",173,71,36,"C",72
"RB","P. PEKARÍK","Free Agents","SLOVAKIA",176,70,34,"C",72
"CMF","C. BORGES","Free Agents","COSTA RICA",186,80,32,"C",72
"RB","A. CORZO","UNIVERSITARIO","PERU",173,73,31,"C",72
"CMF","L. RAMÍREZ","SPORT BOYS","PERU",180,80,36,"C",72
"CF","M. YATABARÉ","SIVASSPOR","MALI",186,86,34,"C",72
"CMF","A. POMERKO","SOCHI","RUSSIA",183,80,30,"C",72
"GK","N. ETHERIDGE","BIRMINGHAM B","PHILIPPINES",188,89,30,"C",72
"CB","M. SAUNIER","LORIENT","FRANCE",182,73,30,"C",72
"SS","DENTINHO","SHAKHTAR DONETSK","BRAZIL",176,71,31,"C",72
"GK","V. BELEC","SAMPDORIA","SLOVENIA",192,84,30,"C",72
"RB","K. NAUGHTON","SWANSEA W","ENGLAND",180,73,32,"C",72
"GK","F. BARDI","FROSINONE","ITALY",188,83,28,"D",72
"CMF","C. ERBES","ATLÉTICO TUCUMÁN","ARGENTINA",172,72,30,"C",72
"AMF","RÚBEN MICAEL","MADEIRA BP","PORTUGAL",176,70,34,"C",72
"CB","M. TE WIERIK","DERBY WB","NETHERLANDS",191,73,28,"C",72
"CMF","M. HENRIKSEN","Free Agents","NORWAY",187,80,28,"C",72
"AMF","E. ÇOLAK","LA CORUÑA AB","TURKEY",169,65,29,"C",72
"CF","SUK HYUN-JUN","TROYES","REPUBLIC OF KOREA",190,82,29,"C",72
"SS","R. GAMARRA","COBRESAL","PARAGUAY",168,66,32,"C",72
"LB","DIEGO RENAN","CSA","BRAZIL",172,71,30,"C",72
"GK","DENIS","GIL VICENTE","BRAZIL",188,86,33,"B",72
"RB","JEAN","CRUZEIRO","BRAZIL",170,64,34,"C",72
"CB","J. INSAURRALDE","COLO COLO","ARGENTINA",191,87,36,"C",72
"CB","J. MENSAH","Free Agents","GHANA",188,83,30,"C",72
"RB","P. MAGALHAES","O'HIGGINS","CHILE",176,74,31,"D",72
"RB","I. QUÍLEZ","CENTRAL CÓRDOBA SDE","ARGENTINA",171,75,32,"C",72
"CB","E. OLIVERA","COLÓN","ARGENTINA",180,73,30,"C",72
"CB","WELINTON","BESIKTAS","BRAZIL",181,88,31,"D",72
"CB","T. BEUGELSDIJK","SPARTA ROTTERDAM","NETHERLANDS",192,87,30,"C",72
"CF","ÁLVARO VÁZQUEZ","GIJÓN RB","SPAIN",182,75,29,"C",72
"LB","LUNA","LEVANTE RA","SPAIN",178,68,29,"C",72
"CMF","O. EL KADDOURI","PAOK","MOROCCO",185,74,30,"C",72
"GK","ANGELO DA COSTA","BOLOGNA","BRAZIL",186,81,37,"C",72
"CB","G. BURDISSO","LANÚS","ARGENTINA",187,86,32,"C",72
"CF","KIEZA","NÁUTICO","BRAZIL",180,77,34,"C",72
"LWF","BEBÉ","VALLECAS BR","PORTUGAL",190,83,30,"C",72
"CF","L. THY","SPARTA ROTTERDAM","GERMANY",184,78,28,"C",72
"CF","ANDRÉ","GAZIANTEP FK","BRAZIL",184,77,30,"C",72
"CMF","WESLEY","AVAÍ","BRAZIL",177,73,33,"C",72
"RB","G. PERUZZI","SAN LORENZO","ARGENTINA",176,74,28,"C",72
"CB","N. QUINA","UNIVERSITARIO","PERU",180,83,33,"C",72
"CF","A. WEIMANN","BRISTOL R","AUSTRIA",188,76,29,"C",72
"AMF","L. HOLTBY","BLACKBURN BW","GERMANY",176,66,30,"C",72
"RWF","G. SUNU","CHÂTEAUROUX","TOGO",181,83,29,"C",72
"RWF","J. LUKOKI","YENI MALATYASPOR","CONGO DR",173,61,28,"D",72
"AMF","T. BRUNS","VITESSE","NETHERLANDS",177,69,28,"B",72
"CMF","B. BJARNASON","BRESCIA BA","ICELAND",182,75,32,"C",72
"CB","D. ORTIZ","GODOY CRUZ","PARAGUAY",188,86,28,"C",72
"RB","M. PIEDRAHITA","JUNIOR","COLOMBIA",174,69,35,"C",72
"LMF","M. MIER","LA EQUIDAD","URUGUAY",182,83,30,"D",72
"RWF","J. CUEVAS","EVERTON","ARGENTINA",162,61,32,"B",72
"CB","YOHAN TAVARES","TONDELA","PORTUGAL",188,83,32,"C",72
"CF","J. VOSSEN","ZULTE-WAREGEM","BELGIUM",183,70,31,"B",72
"RB","D. OPARE","ZULTE-WAREGEM","GHANA",175,74,30,"C",72
"AMF","J. ARROÉ","ALIANZA LIMA","PERU",175,69,28,"B",72
"GK","DANI GIMÉNEZ","LA CORUÑA AB","SPAIN",185,81,37,"C",72
"RMF","L. KARABOUÉ","RATCHABURI MITRPHOL","CÔTE D'IVOIRE",173,72,32,"D",72
"CMF","V. PAJOT","METZ","FRANCE",180,68,30,"C",72
"CF","C. WICKHAM","CRYSTAL PALACE RB","ENGLAND",191,90,27,"C",72
"DMF","B. JOHNSON","BLACKBURN BW","ENGLAND",178,68,33,"A",72
"RB","C. JENKINSON","NOTTINGHAM RW","ENGLAND",185,77,28,"C",72
"CMF","A. TABANELLI","FROSINONE","ITALY",192,79,30,"C",72
"CF","M. VAN DUINEN","PEC ZWOLLE","NETHERLANDS",187,74,29,"C",72
"CF","M. DE LEEUW","EMMEN","NETHERLANDS",175,67,34,"C",72
"RB","IVO PINTO","RIO AVE","PORTUGAL",184,70,30,"B",72
"GK","M. GORGELIN","LE HAVRE","FRANCE",187,83,30,"C",72
"LWF","S. AMEOBI","NOTTINGHAM RW","NIGERIA",194,78,28,"C",72
"GK","D. BUTTON","WEST BROMWICH WB","ENGLAND",191,87,31,"C",72
"CB","ROGER CARVALHO","FORTALEZA","BRAZIL",184,74,34,"C",72
"CMF","A. CHUMACERO","Free Agents","BOLIVIA",164,60,29,"C",72
"GK","DIOGO SILVA","CEARÁ","BRAZIL",192,81,34,"C",72
"DMF","S. MARTÍNEZ","HUACHIPATO","CHILE",175,68,27,"C",72
"CF","M. CABALLERO","UNIÓN ESPAÑOLA","PARAGUAY",175,70,26,"C",72
"CB","R. ARIAS","SAN LORENZO","URUGUAY",181,82,28,"C",72
"RWF","L. GONZÁLEZ","JUNIOR","VENEZUELA",169,67,30,"D",72
"LWF","E. KANGWA","ARSENAL TULA","ZAMBIA",180,71,28,"C",72
"RB","B. BUTKO","SHAKHTAR DONETSK","UKRAINE",180,68,29,"C",72
"CB","RHODOLFO","CORITIBA","BRAZIL",193,88,34,"C",72
"CF","A. RENTERÍA","RIONEGRO","COLOMBIA",179,82,27,"C",72
"CB","M. CAPUANO","FROSINONE","ITALY",185,80,29,"C",72
"CB","S. ROMAGNOLI","EMPOLI","ITALY",193,85,30,"C",72
"DMF","RITHELY","SPORT RECIFE","BRAZIL",174,73,29,"C",72
"LB","UENDEL","INTERNACIONAL","BRAZIL",179,73,32,"C",72
"CB","LUCCAS CLARO","FLUMINENSE","BRAZIL",182,89,29,"C",72
"GK","VANÁ","PORTO","BRAZIL",194,88,29,"C",72
"LWF","ROGÉRIO","CEARÁ","BRAZIL",174,66,30,"C",72
"RWF","RENATO SANTOS","MÁLAGA AB","PORTUGAL",175,70,29,"C",72
"DMF","Y. CAHUZAC","RC LENS","FRANCE",178,72,35,"C",72
"RMF","M. STEVANOVIC","SERVETTE","BOSNIA AND HERZEGOVINA",180,72,30,"C",72
"CF","A. LOZANO","CÁDIZ AA","HONDURAS",185,74,27,"C",72
"RMF","FERNANDO CANESIN","ATHLETICO PARANAENSE","BRAZIL",174,70,28,"C",72
"CB","A. TÚÑEZ","BG PATHUM UNITED","VENEZUELA",187,83,33,"C",72
"LMF","J. MURPHY","HIBERNIAN","SCOTLAND",175,64,31,"D",72
"DMF","UILLIAN CORREIA","RED BULL BRAGANTINO","BRAZIL",184,78,31,"C",72
"CMF","R. DE GALARRETA","MALLORCA RN","SPAIN",175,70,27,"C",72
"CF","LUCAS JOÃO","READING BW","PORTUGAL",192,80,27,"B",72
"AMF","JUAN CARLOS","HUESCA RA","SPAIN",183,73,29,"C",72
"AMF","N. POWELL","STOKE RW","ENGLAND",184,65,26,"C",72
"GK","K. NORDFELDT","GENÇLERBIRLIGI","SWEDEN",190,85,31,"C",72
"CMF","Y. AYOUB","PANATHINAIKOS","MOROCCO",174,70,26,"C",72
"CB","S. WILLEMS","SPORTING CHARLEROI","FRANCE",180,75,30,"C",72
